objective,technology,name,id,full_only,url,geographies,location,tagline,description,contact,logo_url
20,3,Cappitech,25,1,www.cappitech.com,Global,Israel,,"Using our year’s of building customized solutions led to the creation of Capptivate, a cloud based and multi-jurisdiction regulatory reporting hub. Servicing EMIR, Dodd-Frank, MiFID and ASIC, Capptivate is an easy to implement and cost effective alternative to self reporting or delegated reporting to a Prime Broker",info@cappitech.com,/static/images/vendor-logos/cappitech.png
7,3,Cappitech,25,1,www.cappitech.com,Global,Israel,,"Using our year’s of building customized solutions led to the creation of Capptivate, a cloud based and multi-jurisdiction regulatory reporting hub. Servicing EMIR, Dodd-Frank, MiFID and ASIC, Capptivate is an easy to implement and cost effective alternative to self reporting or delegated reporting to a Prime Broker",info@cappitech.com,/static/images/vendor-logos/cappitech.png
6,3,Cappitech,25,1,www.cappitech.com,Global,Israel,,"Using our year’s of building customized solutions led to the creation of Capptivate, a cloud based and multi-jurisdiction regulatory reporting hub. Servicing EMIR, Dodd-Frank, MiFID and ASIC, Capptivate is an easy to implement and cost effective alternative to self reporting or delegated reporting to a Prime Broker",info@cappitech.com,/static/images/vendor-logos/cappitech.png
6,3,Cappitech,25,1,www.cappitech.com,Global,Israel,,"Using our year’s of building customized solutions led to the creation of Capptivate, a cloud based and multi-jurisdiction regulatory reporting hub. Servicing EMIR, Dodd-Frank, MiFID and ASIC, Capptivate is an easy to implement and cost effective alternative to self reporting or delegated reporting to a Prime Broker",info@cappitech.com,/static/images/vendor-logos/cappitech.png
5,3,Cappitech,25,1,www.cappitech.com,Global,Israel,,"Using our year’s of building customized solutions led to the creation of Capptivate, a cloud based and multi-jurisdiction regulatory reporting hub. Servicing EMIR, Dodd-Frank, MiFID and ASIC, Capptivate is an easy to implement and cost effective alternative to self reporting or delegated reporting to a Prime Broker",info@cappitech.com,/static/images/vendor-logos/cappitech.png
9,3,Cappitech,25,1,www.cappitech.com,Global,Israel,,"Using our year’s of building customized solutions led to the creation of Capptivate, a cloud based and multi-jurisdiction regulatory reporting hub. Servicing EMIR, Dodd-Frank, MiFID and ASIC, Capptivate is an easy to implement and cost effective alternative to self reporting or delegated reporting to a Prime Broker",info@cappitech.com,/static/images/vendor-logos/cappitech.png
11,3,Cappitech,25,1,www.cappitech.com,Global,Israel,,"Using our year’s of building customized solutions led to the creation of Capptivate, a cloud based and multi-jurisdiction regulatory reporting hub. Servicing EMIR, Dodd-Frank, MiFID and ASIC, Capptivate is an easy to implement and cost effective alternative to self reporting or delegated reporting to a Prime Broker",info@cappitech.com,/static/images/vendor-logos/cappitech.png
14,11,Carto,26,0,carto.com,Global,San Francisco,,Unlock the potential of your location data. CARTO is the platform for turning location data into business outcomes.,,/static/images/vendor-logos/carto.png
9,11,Carto,26,0,carto.com,Global,San Francisco,,Unlock the potential of your location data. CARTO is the platform for turning location data into business outcomes.,,/static/images/vendor-logos/carto.png
10,5,Clare.AI,27,0,www.clare.ai,Asia,Hong Kong,,White label end-to-end digital assistant solution powered by Artificial Intelligence and Natural Language Processing. Grow your business in the emerging Asia markets with our Natural Language Processing and digital assistant solution that support more than 11 Asian languages.,,/static/images/vendor-logos/clareai.png
10,15,Clare.AI,27,0,www.clare.ai,Asia,Hong Kong,,White label end-to-end digital assistant solution powered by Artificial Intelligence and Natural Language Processing. Grow your business in the emerging Asia markets with our Natural Language Processing and digital assistant solution that support more than 11 Asian languages.,,/static/images/vendor-logos/clareai.png
2,5,Clare.AI,27,0,www.clare.ai,Asia,Hong Kong,,White label end-to-end digital assistant solution powered by Artificial Intelligence and Natural Language Processing. Grow your business in the emerging Asia markets with our Natural Language Processing and digital assistant solution that support more than 11 Asian languages.,,/static/images/vendor-logos/clareai.png
2,15,Clare.AI,27,0,www.clare.ai,Asia,Hong Kong,,White label end-to-end digital assistant solution powered by Artificial Intelligence and Natural Language Processing. Grow your business in the emerging Asia markets with our Natural Language Processing and digital assistant solution that support more than 11 Asian languages.,,/static/images/vendor-logos/clareai.png
3,5,Clare.AI,27,0,www.clare.ai,Asia,Hong Kong,,White label end-to-end digital assistant solution powered by Artificial Intelligence and Natural Language Processing. Grow your business in the emerging Asia markets with our Natural Language Processing and digital assistant solution that support more than 11 Asian languages.,,/static/images/vendor-logos/clareai.png
3,15,Clare.AI,27,0,www.clare.ai,Asia,Hong Kong,,White label end-to-end digital assistant solution powered by Artificial Intelligence and Natural Language Processing. Grow your business in the emerging Asia markets with our Natural Language Processing and digital assistant solution that support more than 11 Asian languages.,,/static/images/vendor-logos/clareai.png
14,3,ClearMash,28,1,www.clearmash.com,Global,Israel,,"ClearMash’s solutions ensure employee compliance with minimal efforts and increased awareness, in real time. They allow its clients to handle regulatory content and gather regulatory intelligence easily by providing a common framework of templates, search, workflows, analytics and best practices. The solution identifies employee working processes in real time and pops up relevant regulation information, alerts in case of potential mistake and produces evidence to investigate compliance violations.",sales@clearmash.com,/static/images/vendor-logos/clearmash.png
22,3,ClearMash,28,1,www.clearmash.com,Global,Israel,,"ClearMash’s solutions ensure employee compliance with minimal efforts and increased awareness, in real time. They allow its clients to handle regulatory content and gather regulatory intelligence easily by providing a common framework of templates, search, workflows, analytics and best practices. The solution identifies employee working processes in real time and pops up relevant regulation information, alerts in case of potential mistake and produces evidence to investigate compliance violations.",sales@clearmash.com,/static/images/vendor-logos/clearmash.png
12,3,ClearMash,28,1,www.clearmash.com,Global,Israel,,"ClearMash’s solutions ensure employee compliance with minimal efforts and increased awareness, in real time. They allow its clients to handle regulatory content and gather regulatory intelligence easily by providing a common framework of templates, search, workflows, analytics and best practices. The solution identifies employee working processes in real time and pops up relevant regulation information, alerts in case of potential mistake and produces evidence to investigate compliance violations.",sales@clearmash.com,/static/images/vendor-logos/clearmash.png
4,3,ClearMash,28,1,www.clearmash.com,Global,Israel,,"ClearMash’s solutions ensure employee compliance with minimal efforts and increased awareness, in real time. They allow its clients to handle regulatory content and gather regulatory intelligence easily by providing a common framework of templates, search, workflows, analytics and best practices. The solution identifies employee working processes in real time and pops up relevant regulation information, alerts in case of potential mistake and produces evidence to investigate compliance violations.",sales@clearmash.com,/static/images/vendor-logos/clearmash.png
17,3,ClearMash,28,1,www.clearmash.com,Global,Israel,,"ClearMash’s solutions ensure employee compliance with minimal efforts and increased awareness, in real time. They allow its clients to handle regulatory content and gather regulatory intelligence easily by providing a common framework of templates, search, workflows, analytics and best practices. The solution identifies employee working processes in real time and pops up relevant regulation information, alerts in case of potential mistake and produces evidence to investigate compliance violations.",sales@clearmash.com,/static/images/vendor-logos/clearmash.png
15,3,ClearMash,28,1,www.clearmash.com,Global,Israel,,"ClearMash’s solutions ensure employee compliance with minimal efforts and increased awareness, in real time. They allow its clients to handle regulatory content and gather regulatory intelligence easily by providing a common framework of templates, search, workflows, analytics and best practices. The solution identifies employee working processes in real time and pops up relevant regulation information, alerts in case of potential mistake and produces evidence to investigate compliance violations.",sales@clearmash.com,/static/images/vendor-logos/clearmash.png
20,3,ClearMash,28,1,www.clearmash.com,Global,Israel,,"ClearMash’s solutions ensure employee compliance with minimal efforts and increased awareness, in real time. They allow its clients to handle regulatory content and gather regulatory intelligence easily by providing a common framework of templates, search, workflows, analytics and best practices. The solution identifies employee working processes in real time and pops up relevant regulation information, alerts in case of potential mistake and produces evidence to investigate compliance violations.",sales@clearmash.com,/static/images/vendor-logos/clearmash.png
7,3,ClearMash,28,1,www.clearmash.com,Global,Israel,,"ClearMash’s solutions ensure employee compliance with minimal efforts and increased awareness, in real time. They allow its clients to handle regulatory content and gather regulatory intelligence easily by providing a common framework of templates, search, workflows, analytics and best practices. The solution identifies employee working processes in real time and pops up relevant regulation information, alerts in case of potential mistake and produces evidence to investigate compliance violations.",sales@clearmash.com,/static/images/vendor-logos/clearmash.png
6,3,ClearMash,28,1,www.clearmash.com,Global,Israel,,"ClearMash’s solutions ensure employee compliance with minimal efforts and increased awareness, in real time. They allow its clients to handle regulatory content and gather regulatory intelligence easily by providing a common framework of templates, search, workflows, analytics and best practices. The solution identifies employee working processes in real time and pops up relevant regulation information, alerts in case of potential mistake and produces evidence to investigate compliance violations.",sales@clearmash.com,/static/images/vendor-logos/clearmash.png
6,3,ClearMash,28,1,www.clearmash.com,Global,Israel,,"ClearMash’s solutions ensure employee compliance with minimal efforts and increased awareness, in real time. They allow its clients to handle regulatory content and gather regulatory intelligence easily by providing a common framework of templates, search, workflows, analytics and best practices. The solution identifies employee working processes in real time and pops up relevant regulation information, alerts in case of potential mistake and produces evidence to investigate compliance violations.",sales@clearmash.com,/static/images/vendor-logos/clearmash.png
5,3,ClearMash,28,1,www.clearmash.com,Global,Israel,,"ClearMash’s solutions ensure employee compliance with minimal efforts and increased awareness, in real time. They allow its clients to handle regulatory content and gather regulatory intelligence easily by providing a common framework of templates, search, workflows, analytics and best practices. The solution identifies employee working processes in real time and pops up relevant regulation information, alerts in case of potential mistake and produces evidence to investigate compliance violations.",sales@clearmash.com,/static/images/vendor-logos/clearmash.png
9,3,ClearMash,28,1,www.clearmash.com,Global,Israel,,"ClearMash’s solutions ensure employee compliance with minimal efforts and increased awareness, in real time. They allow its clients to handle regulatory content and gather regulatory intelligence easily by providing a common framework of templates, search, workflows, analytics and best practices. The solution identifies employee working processes in real time and pops up relevant regulation information, alerts in case of potential mistake and produces evidence to investigate compliance violations.",sales@clearmash.com,/static/images/vendor-logos/clearmash.png
11,3,ClearMash,28,1,www.clearmash.com,Global,Israel,,"ClearMash’s solutions ensure employee compliance with minimal efforts and increased awareness, in real time. They allow its clients to handle regulatory content and gather regulatory intelligence easily by providing a common framework of templates, search, workflows, analytics and best practices. The solution identifies employee working processes in real time and pops up relevant regulation information, alerts in case of potential mistake and produces evidence to investigate compliance violations.",sales@clearmash.com,/static/images/vendor-logos/clearmash.png
12,1,Compliant Risk Technology (CRT) + Pinecone,29,0,www.crt.hr,Global,Croatia,,"For regulators we provide integral solutions which facilitate their fast creation and publishing of reporting templates for the automated collection and the process of information, as well as fast, accurate and timely adjustment in line with new market conditions. On the other hand, we provide optimal tools to undertakers for delivering their reports to achieve optimal, accurate and timely flow of information.",,/static/images/vendor-logos/crt.png
4,1,Compliant Risk Technology (CRT) + Pinecone,29,0,www.crt.hr,Global,Croatia,,"For regulators we provide integral solutions which facilitate their fast creation and publishing of reporting templates for the automated collection and the process of information, as well as fast, accurate and timely adjustment in line with new market conditions. On the other hand, we provide optimal tools to undertakers for delivering their reports to achieve optimal, accurate and timely flow of information.",,/static/images/vendor-logos/crt.png
18,1,Compliant Risk Technology (CRT) + Pinecone,29,0,www.crt.hr,Global,Croatia,,"For regulators we provide integral solutions which facilitate their fast creation and publishing of reporting templates for the automated collection and the process of information, as well as fast, accurate and timely adjustment in line with new market conditions. On the other hand, we provide optimal tools to undertakers for delivering their reports to achieve optimal, accurate and timely flow of information.",,/static/images/vendor-logos/crt.png
16,1,Compliant Risk Technology (CRT) + Pinecone,29,0,www.crt.hr,Global,Croatia,,"For regulators we provide integral solutions which facilitate their fast creation and publishing of reporting templates for the automated collection and the process of information, as well as fast, accurate and timely adjustment in line with new market conditions. On the other hand, we provide optimal tools to undertakers for delivering their reports to achieve optimal, accurate and timely flow of information.",,/static/images/vendor-logos/crt.png
7,1,Compliant Risk Technology (CRT) + Pinecone,29,0,www.crt.hr,Global,Croatia,,"For regulators we provide integral solutions which facilitate their fast creation and publishing of reporting templates for the automated collection and the process of information, as well as fast, accurate and timely adjustment in line with new market conditions. On the other hand, we provide optimal tools to undertakers for delivering their reports to achieve optimal, accurate and timely flow of information.",,/static/images/vendor-logos/crt.png
9,1,Compliant Risk Technology (CRT) + Pinecone,29,0,www.crt.hr,Global,Croatia,,"For regulators we provide integral solutions which facilitate their fast creation and publishing of reporting templates for the automated collection and the process of information, as well as fast, accurate and timely adjustment in line with new market conditions. On the other hand, we provide optimal tools to undertakers for delivering their reports to achieve optimal, accurate and timely flow of information.",,/static/images/vendor-logos/crt.png
11,1,Compliant Risk Technology (CRT) + Pinecone,29,0,www.crt.hr,Global,Croatia,,"For regulators we provide integral solutions which facilitate their fast creation and publishing of reporting templates for the automated collection and the process of information, as well as fast, accurate and timely adjustment in line with new market conditions. On the other hand, we provide optimal tools to undertakers for delivering their reports to achieve optimal, accurate and timely flow of information.",,/static/images/vendor-logos/crt.png
14,3,ComplyAdvantage,30,1,complyadvantage.com,"USA,UK,Romania,America,Europe",,,"We are a team of compliance and risk experts, engineers and data scientists. We’re on a mission to help fight financial crime by revolutionizing the way companies can protect themselves from criminals, terrorists and money launderers.",contact.usa@complyadvantage.com,/static/images/vendor-logos/comply-advantage.png
22,3,ComplyAdvantage,30,1,complyadvantage.com,"USA,UK,Romania,America,Europe",,,"We are a team of compliance and risk experts, engineers and data scientists. We’re on a mission to help fight financial crime by revolutionizing the way companies can protect themselves from criminals, terrorists and money launderers.",contact.usa@complyadvantage.com,/static/images/vendor-logos/comply-advantage.png
12,3,ComplyAdvantage,30,1,complyadvantage.com,"USA,UK,Romania,America,Europe",,,"We are a team of compliance and risk experts, engineers and data scientists. We’re on a mission to help fight financial crime by revolutionizing the way companies can protect themselves from criminals, terrorists and money launderers.",contact.usa@complyadvantage.com,/static/images/vendor-logos/comply-advantage.png
4,3,ComplyAdvantage,30,1,complyadvantage.com,"USA,UK,Romania,America,Europe",,,"We are a team of compliance and risk experts, engineers and data scientists. We’re on a mission to help fight financial crime by revolutionizing the way companies can protect themselves from criminals, terrorists and money launderers.",contact.usa@complyadvantage.com,/static/images/vendor-logos/comply-advantage.png
17,3,ComplyAdvantage,30,1,complyadvantage.com,"USA,UK,Romania,America,Europe",,,"We are a team of compliance and risk experts, engineers and data scientists. We’re on a mission to help fight financial crime by revolutionizing the way companies can protect themselves from criminals, terrorists and money launderers.",contact.usa@complyadvantage.com,/static/images/vendor-logos/comply-advantage.png
15,3,ComplyAdvantage,30,1,complyadvantage.com,"USA,UK,Romania,America,Europe",,,"We are a team of compliance and risk experts, engineers and data scientists. We’re on a mission to help fight financial crime by revolutionizing the way companies can protect themselves from criminals, terrorists and money launderers.",contact.usa@complyadvantage.com,/static/images/vendor-logos/comply-advantage.png
20,3,ComplyAdvantage,30,1,complyadvantage.com,"USA,UK,Romania,America,Europe",,,"We are a team of compliance and risk experts, engineers and data scientists. We’re on a mission to help fight financial crime by revolutionizing the way companies can protect themselves from criminals, terrorists and money launderers.",contact.usa@complyadvantage.com,/static/images/vendor-logos/comply-advantage.png
7,3,ComplyAdvantage,30,1,complyadvantage.com,"USA,UK,Romania,America,Europe",,,"We are a team of compliance and risk experts, engineers and data scientists. We’re on a mission to help fight financial crime by revolutionizing the way companies can protect themselves from criminals, terrorists and money launderers.",contact.usa@complyadvantage.com,/static/images/vendor-logos/comply-advantage.png
6,3,ComplyAdvantage,30,1,complyadvantage.com,"USA,UK,Romania,America,Europe",,,"We are a team of compliance and risk experts, engineers and data scientists. We’re on a mission to help fight financial crime by revolutionizing the way companies can protect themselves from criminals, terrorists and money launderers.",contact.usa@complyadvantage.com,/static/images/vendor-logos/comply-advantage.png
6,3,ComplyAdvantage,30,1,complyadvantage.com,"USA,UK,Romania,America,Europe",,,"We are a team of compliance and risk experts, engineers and data scientists. We’re on a mission to help fight financial crime by revolutionizing the way companies can protect themselves from criminals, terrorists and money launderers.",contact.usa@complyadvantage.com,/static/images/vendor-logos/comply-advantage.png
5,3,ComplyAdvantage,30,1,complyadvantage.com,"USA,UK,Romania,America,Europe",,,"We are a team of compliance and risk experts, engineers and data scientists. We’re on a mission to help fight financial crime by revolutionizing the way companies can protect themselves from criminals, terrorists and money launderers.",contact.usa@complyadvantage.com,/static/images/vendor-logos/comply-advantage.png
9,3,ComplyAdvantage,30,1,complyadvantage.com,"USA,UK,Romania,America,Europe",,,"We are a team of compliance and risk experts, engineers and data scientists. We’re on a mission to help fight financial crime by revolutionizing the way companies can protect themselves from criminals, terrorists and money launderers.",contact.usa@complyadvantage.com,/static/images/vendor-logos/comply-advantage.png
11,3,ComplyAdvantage,30,1,complyadvantage.com,"USA,UK,Romania,America,Europe",,,"We are a team of compliance and risk experts, engineers and data scientists. We’re on a mission to help fight financial crime by revolutionizing the way companies can protect themselves from criminals, terrorists and money launderers.",contact.usa@complyadvantage.com,/static/images/vendor-logos/comply-advantage.png
10,2,ComplySci,31,1,www.complysci.com,"USA,UK,America,Europe",,,"ComplySci provides strategic governance, risk and compliance solutions to the financial services and professional services community. Led by pioneers in the GRC space, the Complysci platform uses web-based corporate compliance technology that leverages a robust data network and innovative forensic analytics to monitor employee risk and automate code of ethics compliance. ComplySci focus is on data quality, its deep domain expertise and award winning “white glove” concierge service.",212-327-1533,/static/images/vendor-logos/comply-sci.png
2,2,ComplySci,31,1,www.complysci.com,"USA,UK,America,Europe",,,"ComplySci provides strategic governance, risk and compliance solutions to the financial services and professional services community. Led by pioneers in the GRC space, the Complysci platform uses web-based corporate compliance technology that leverages a robust data network and innovative forensic analytics to monitor employee risk and automate code of ethics compliance. ComplySci focus is on data quality, its deep domain expertise and award winning “white glove” concierge service.",212-327-1533,/static/images/vendor-logos/comply-sci.png
1,2,ComplySci,31,1,www.complysci.com,"USA,UK,America,Europe",,,"ComplySci provides strategic governance, risk and compliance solutions to the financial services and professional services community. Led by pioneers in the GRC space, the Complysci platform uses web-based corporate compliance technology that leverages a robust data network and innovative forensic analytics to monitor employee risk and automate code of ethics compliance. ComplySci focus is on data quality, its deep domain expertise and award winning “white glove” concierge service.",212-327-1533,/static/images/vendor-logos/comply-sci.png
3,2,ComplySci,31,1,www.complysci.com,"USA,UK,America,Europe",,,"ComplySci provides strategic governance, risk and compliance solutions to the financial services and professional services community. Led by pioneers in the GRC space, the Complysci platform uses web-based corporate compliance technology that leverages a robust data network and innovative forensic analytics to monitor employee risk and automate code of ethics compliance. ComplySci focus is on data quality, its deep domain expertise and award winning “white glove” concierge service.",212-327-1533,/static/images/vendor-logos/comply-sci.png
19,2,ComplySci,31,1,www.complysci.com,"USA,UK,America,Europe",,,"ComplySci provides strategic governance, risk and compliance solutions to the financial services and professional services community. Led by pioneers in the GRC space, the Complysci platform uses web-based corporate compliance technology that leverages a robust data network and innovative forensic analytics to monitor employee risk and automate code of ethics compliance. ComplySci focus is on data quality, its deep domain expertise and award winning “white glove” concierge service.",212-327-1533,/static/images/vendor-logos/comply-sci.png
4,7,Contego,32,1,www.contego.com,"UK,Europe",UK,,"We perform detailed checks on people, companies & ID documents, to help our clients optimise their business processes, reduce risk, and help ensure compliance",,/static/images/vendor-logos/contego.png
17,7,Contego,32,1,www.contego.com,"UK,Europe",UK,,"We perform detailed checks on people, companies & ID documents, to help our clients optimise their business processes, reduce risk, and help ensure compliance",,/static/images/vendor-logos/contego.png
15,7,Contego,32,1,www.contego.com,"UK,Europe",UK,,"We perform detailed checks on people, companies & ID documents, to help our clients optimise their business processes, reduce risk, and help ensure compliance",,/static/images/vendor-logos/contego.png
20,7,Contego,32,1,www.contego.com,"UK,Europe",UK,,"We perform detailed checks on people, companies & ID documents, to help our clients optimise their business processes, reduce risk, and help ensure compliance",,/static/images/vendor-logos/contego.png
18,6,Contego,32,1,www.contego.com,"UK,Europe",UK,,"We perform detailed checks on people, companies & ID documents, to help our clients optimise their business processes, reduce risk, and help ensure compliance",,/static/images/vendor-logos/contego.png
18,7,Contego,32,1,www.contego.com,"UK,Europe",UK,,"We perform detailed checks on people, companies & ID documents, to help our clients optimise their business processes, reduce risk, and help ensure compliance",,/static/images/vendor-logos/contego.png
16,6,Contego,32,1,www.contego.com,"UK,Europe",UK,,"We perform detailed checks on people, companies & ID documents, to help our clients optimise their business processes, reduce risk, and help ensure compliance",,/static/images/vendor-logos/contego.png
16,7,Contego,32,1,www.contego.com,"UK,Europe",UK,,"We perform detailed checks on people, companies & ID documents, to help our clients optimise their business processes, reduce risk, and help ensure compliance",,/static/images/vendor-logos/contego.png
7,6,Contego,32,1,www.contego.com,"UK,Europe",UK,,"We perform detailed checks on people, companies & ID documents, to help our clients optimise their business processes, reduce risk, and help ensure compliance",,/static/images/vendor-logos/contego.png
7,7,Contego,32,1,www.contego.com,"UK,Europe",UK,,"We perform detailed checks on people, companies & ID documents, to help our clients optimise their business processes, reduce risk, and help ensure compliance",,/static/images/vendor-logos/contego.png
8,6,Contego,32,1,www.contego.com,"UK,Europe",UK,,"We perform detailed checks on people, companies & ID documents, to help our clients optimise their business processes, reduce risk, and help ensure compliance",,/static/images/vendor-logos/contego.png
8,7,Contego,32,1,www.contego.com,"UK,Europe",UK,,"We perform detailed checks on people, companies & ID documents, to help our clients optimise their business processes, reduce risk, and help ensure compliance",,/static/images/vendor-logos/contego.png
14,3,Continuity,33,1,www.continuity.net,Global,,,"Continuity is the recognized RegTech leader, providing compliance management solutions that create a competitive advantage for our clients. We combine our RegTech expertise with technology to deliver RegTech solutions that provide measurable value and satisfaction to our stakeholders. With ever-increasing regulatory change, managing compliance is now a significant part of a financial institution's cost structure. It doesn't have to be this way. Continuity provides a combination of technology, expertise and leadership designed to make compliance a seamless part of how your institution does business. We guide you through a strategic plan to convert your existing compliance management processes into automated solutions, lifting the compliance burden to allow you to work smarter and faster—flawlessly.",Info@continuity.net,/static/images/vendor-logos/continuity.png
22,3,Continuity,33,1,www.continuity.net,Global,,,"Continuity is the recognized RegTech leader, providing compliance management solutions that create a competitive advantage for our clients. We combine our RegTech expertise with technology to deliver RegTech solutions that provide measurable value and satisfaction to our stakeholders. With ever-increasing regulatory change, managing compliance is now a significant part of a financial institution's cost structure. It doesn't have to be this way. Continuity provides a combination of technology, expertise and leadership designed to make compliance a seamless part of how your institution does business. We guide you through a strategic plan to convert your existing compliance management processes into automated solutions, lifting the compliance burden to allow you to work smarter and faster—flawlessly.",Info@continuity.net,/static/images/vendor-logos/continuity.png
12,3,Continuity,33,1,www.continuity.net,Global,,,"Continuity is the recognized RegTech leader, providing compliance management solutions that create a competitive advantage for our clients. We combine our RegTech expertise with technology to deliver RegTech solutions that provide measurable value and satisfaction to our stakeholders. With ever-increasing regulatory change, managing compliance is now a significant part of a financial institution's cost structure. It doesn't have to be this way. Continuity provides a combination of technology, expertise and leadership designed to make compliance a seamless part of how your institution does business. We guide you through a strategic plan to convert your existing compliance management processes into automated solutions, lifting the compliance burden to allow you to work smarter and faster—flawlessly.",Info@continuity.net,/static/images/vendor-logos/continuity.png
4,3,Continuity,33,1,www.continuity.net,Global,,,"Continuity is the recognized RegTech leader, providing compliance management solutions that create a competitive advantage for our clients. We combine our RegTech expertise with technology to deliver RegTech solutions that provide measurable value and satisfaction to our stakeholders. With ever-increasing regulatory change, managing compliance is now a significant part of a financial institution's cost structure. It doesn't have to be this way. Continuity provides a combination of technology, expertise and leadership designed to make compliance a seamless part of how your institution does business. We guide you through a strategic plan to convert your existing compliance management processes into automated solutions, lifting the compliance burden to allow you to work smarter and faster—flawlessly.",Info@continuity.net,/static/images/vendor-logos/continuity.png
17,3,Continuity,33,1,www.continuity.net,Global,,,"Continuity is the recognized RegTech leader, providing compliance management solutions that create a competitive advantage for our clients. We combine our RegTech expertise with technology to deliver RegTech solutions that provide measurable value and satisfaction to our stakeholders. With ever-increasing regulatory change, managing compliance is now a significant part of a financial institution's cost structure. It doesn't have to be this way. Continuity provides a combination of technology, expertise and leadership designed to make compliance a seamless part of how your institution does business. We guide you through a strategic plan to convert your existing compliance management processes into automated solutions, lifting the compliance burden to allow you to work smarter and faster—flawlessly.",Info@continuity.net,/static/images/vendor-logos/continuity.png
15,3,Continuity,33,1,www.continuity.net,Global,,,"Continuity is the recognized RegTech leader, providing compliance management solutions that create a competitive advantage for our clients. We combine our RegTech expertise with technology to deliver RegTech solutions that provide measurable value and satisfaction to our stakeholders. With ever-increasing regulatory change, managing compliance is now a significant part of a financial institution's cost structure. It doesn't have to be this way. Continuity provides a combination of technology, expertise and leadership designed to make compliance a seamless part of how your institution does business. We guide you through a strategic plan to convert your existing compliance management processes into automated solutions, lifting the compliance burden to allow you to work smarter and faster—flawlessly.",Info@continuity.net,/static/images/vendor-logos/continuity.png
20,3,Continuity,33,1,www.continuity.net,Global,,,"Continuity is the recognized RegTech leader, providing compliance management solutions that create a competitive advantage for our clients. We combine our RegTech expertise with technology to deliver RegTech solutions that provide measurable value and satisfaction to our stakeholders. With ever-increasing regulatory change, managing compliance is now a significant part of a financial institution's cost structure. It doesn't have to be this way. Continuity provides a combination of technology, expertise and leadership designed to make compliance a seamless part of how your institution does business. We guide you through a strategic plan to convert your existing compliance management processes into automated solutions, lifting the compliance burden to allow you to work smarter and faster—flawlessly.",Info@continuity.net,/static/images/vendor-logos/continuity.png
7,3,Continuity,33,1,www.continuity.net,Global,,,"Continuity is the recognized RegTech leader, providing compliance management solutions that create a competitive advantage for our clients. We combine our RegTech expertise with technology to deliver RegTech solutions that provide measurable value and satisfaction to our stakeholders. With ever-increasing regulatory change, managing compliance is now a significant part of a financial institution's cost structure. It doesn't have to be this way. Continuity provides a combination of technology, expertise and leadership designed to make compliance a seamless part of how your institution does business. We guide you through a strategic plan to convert your existing compliance management processes into automated solutions, lifting the compliance burden to allow you to work smarter and faster—flawlessly.",Info@continuity.net,/static/images/vendor-logos/continuity.png
6,3,Continuity,33,1,www.continuity.net,Global,,,"Continuity is the recognized RegTech leader, providing compliance management solutions that create a competitive advantage for our clients. We combine our RegTech expertise with technology to deliver RegTech solutions that provide measurable value and satisfaction to our stakeholders. With ever-increasing regulatory change, managing compliance is now a significant part of a financial institution's cost structure. It doesn't have to be this way. Continuity provides a combination of technology, expertise and leadership designed to make compliance a seamless part of how your institution does business. We guide you through a strategic plan to convert your existing compliance management processes into automated solutions, lifting the compliance burden to allow you to work smarter and faster—flawlessly.",Info@continuity.net,/static/images/vendor-logos/continuity.png
6,3,Continuity,33,1,www.continuity.net,Global,,,"Continuity is the recognized RegTech leader, providing compliance management solutions that create a competitive advantage for our clients. We combine our RegTech expertise with technology to deliver RegTech solutions that provide measurable value and satisfaction to our stakeholders. With ever-increasing regulatory change, managing compliance is now a significant part of a financial institution's cost structure. It doesn't have to be this way. Continuity provides a combination of technology, expertise and leadership designed to make compliance a seamless part of how your institution does business. We guide you through a strategic plan to convert your existing compliance management processes into automated solutions, lifting the compliance burden to allow you to work smarter and faster—flawlessly.",Info@continuity.net,/static/images/vendor-logos/continuity.png
5,3,Continuity,33,1,www.continuity.net,Global,,,"Continuity is the recognized RegTech leader, providing compliance management solutions that create a competitive advantage for our clients. We combine our RegTech expertise with technology to deliver RegTech solutions that provide measurable value and satisfaction to our stakeholders. With ever-increasing regulatory change, managing compliance is now a significant part of a financial institution's cost structure. It doesn't have to be this way. Continuity provides a combination of technology, expertise and leadership designed to make compliance a seamless part of how your institution does business. We guide you through a strategic plan to convert your existing compliance management processes into automated solutions, lifting the compliance burden to allow you to work smarter and faster—flawlessly.",Info@continuity.net,/static/images/vendor-logos/continuity.png
9,3,Continuity,33,1,www.continuity.net,Global,,,"Continuity is the recognized RegTech leader, providing compliance management solutions that create a competitive advantage for our clients. We combine our RegTech expertise with technology to deliver RegTech solutions that provide measurable value and satisfaction to our stakeholders. With ever-increasing regulatory change, managing compliance is now a significant part of a financial institution's cost structure. It doesn't have to be this way. Continuity provides a combination of technology, expertise and leadership designed to make compliance a seamless part of how your institution does business. We guide you through a strategic plan to convert your existing compliance management processes into automated solutions, lifting the compliance burden to allow you to work smarter and faster—flawlessly.",Info@continuity.net,/static/images/vendor-logos/continuity.png
